person_id,supper_curfew_hours,no_caffeine_after_noon,blue_light_block_mins,supplement_compliance_pct
2220,1.0,0,15,41
2221,1.2,0,29,52
2222,4.7,1,62,98
2223,6.2,1,78,99
2224,2.4,0,28,62
2225,2.0,0,0,53
2226,1.2,0,6,70
2227,6.5,1,74,98
2228,2.5,0,16,65
2229,1.1,0,17,56
2230,1.9,0,21,44
2231,1.8,0,2,63
2232,6.0,1,85,98
2233,5.1,1,80,97
2234,1.9,0,19,42
2235,4.7,1,69,99
2236,6.1,1,79,97
2237,1.8,0,11,42
2238,6.7,1,82,96
2239,1.0,0,25,70
2240,2.6,0,2,76
2241,0.5,0,3,68
2242,0.7,0,13,66
2243,2.4,0,22,60
2244,0.9,0,4,70
2245,5.6,1,62,97
2246,3.0,0,27,42
2247,1.1,0,18,61
2248,6.8,1,73,98
2249,5.5,1,76,98
2250,2.0,0,0,72
2251,0.6,0,15,70
2252,5.5,1,72,98
2253,0.5,0,12,42
2254,4.6,1,76,98
2255,6.3,1,72,95
2256,2.5,0,23,42
2257,2.8,0,21,62
2258,2.7,0,23,46
2259,2.7,0,28,47
2260,1.8,0,4,72
2261,6.5,1,85,96
2262,1.1,0,25,72
2263,2.6,0,20,65
2264,2.6,0,19,51
2265,2.5,0,27,65
2266,1.9,0,23,53
2267,2.3,0,17,63
2268,1.6,0,15,60
2269,5.1,1,70,95
2270,2.3,0,6,59
2271,2.6,0,24,64
2272,2.4,0,19,68
2273,6.4,1,65,98
2274,2.3,0,18,57
2275,6.2,1,67,95
2276,1.6,0,0,66
2277,5.8,1,85,97
2278,5.4,1,82,99
2279,2.8,0,24,77
2280,0.7,0,19,59
2281,2.3,0,15,43
2282,6.3,1,75,97
2283,2.2,0,20,61
2284,4.8,1,76,98
2285,1.5,0,17,72
2286,5.0,1,82,99
2287,2.7,0,17,40
2288,1.0,0,2,64
2289,1.3,0,18,57
2290,1.3,0,14,57
2291,2.6,0,15,77
2292,2.0,0,20,64
2293,1.7,0,15,68
2294,6.4,1,86,95
2295,6.2,1,71,95
2296,1.4,0,21,48
2297,6.8,1,66,97
2298,2.0,0,1,42
2299,2.7,0,6,69
2300,4.8,1,86,96
2301,1.3,0,1,76
2302,6.2,1,82,98
2303,6.2,1,83,96
2304,4.7,1,72,97
2305,1.0,0,20,52
2306,0.9,0,29,46
2307,2.6,0,4,56
2308,6.2,1,78,99
2309,6.7,1,74,99
2310,1.9,0,13,47
2311,1.8,0,25,49
2312,2.9,0,12,40
2313,6.8,1,66,98
2314,1.7,0,28,69
2315,2.4,0,16,77
2316,1.9,0,27,70
2317,6.0,1,74,95
2318,1.5,0,25,55
2319,1.2,0,0,44
2320,2.1,0,13,79
2321,4.6,1,74,98
2322,0.5,0,8,52
2323,5.1,1,81,96
2324,6.9,1,86,96
2325,6.1,1,78,96
2326,4.9,1,81,99
2327,0.6,0,22,50
2328,1.7,0,27,47
2329,6.9,1,68,96
2330,6.7,1,80,99
2331,6.3,1,67,98
2332,6.3,1,83,97
2333,6.0,1,84,98
2334,1.3,0,0,75
2335,6.2,1,68,98
2336,5.9,1,73,95
2337,2.7,0,19,55
2338,0.7,0,22,46
2339,5.2,1,82,97
2340,6.3,1,89,99
2341,1.2,0,4,74
2342,5.4,1,66,97
2343,6.8,1,65,98
2344,0.5,0,7,46
2345,5.4,1,81,99
2346,6.0,1,78,99
2347,5.6,1,62,97
2348,0.5,0,5,45
2349,5.1,1,89,95
2350,4.8,1,68,96
2351,4.8,1,64,98
2352,5.8,1,86,97
2353,1.5,0,18,57
2354,5.1,1,64,97
2355,6.9,1,88,97
2356,1.4,0,16,73
2357,6.3,1,80,97
2358,2.9,0,28,43
2359,5.0,1,77,98
2360,5.8,1,74,95
2361,6.8,1,76,95
2362,1.6,0,2,41
2363,2.6,0,18,55
2364,6.8,1,68,96
2365,2.5,0,7,58
2366,5.6,1,75,99
2367,2.7,0,22,70
2368,4.5,1,71,95
2369,2.9,0,9,57
2370,1.2,0,17,47
2371,2.4,0,7,42
2372,2.7,0,28,61
2373,0.6,0,5,65
2374,5.9,1,87,97
2375,6.6,1,75,97
2376,1.7,0,29,66
2377,1.6,0,21,74
2378,2.3,0,8,51
2379,6.7,1,69,95
2380,5.2,1,72,98
2381,5.3,1,75,95
2382,0.7,0,15,77
2383,1.6,0,6,40
2384,6.4,1,85,99
2385,5.5,1,60,98
2386,0.6,0,22,56
2387,2.6,0,26,79
2388,6.6,1,64,99
2389,0.6,0,0,58
2390,6.0,1,65,96
2391,1.0,0,16,69
2392,2.5,0,18,68
2393,4.9,1,85,97
2394,2.8,0,27,46
2395,4.6,1,66,98
2396,0.8,0,3,68
2397,4.6,1,89,99
2398,2.7,0,26,69
2399,0.9,0,26,46
2400,6.8,1,80,95
2401,2.3,0,4,68
2402,1.6,0,19,49
2403,6.6,1,88,99
2404,6.2,1,80,98
2405,1.9,0,1,73
2406,5.1,1,82,95
2407,2.3,0,17,50
2408,6.8,1,84,98
2409,1.1,0,23,70
2410,6.6,1,63,95
2411,1.1,0,21,47
2412,2.0,0,9,60
2413,5.1,1,79,96
2414,5.1,1,73,96
2415,1.1,0,7,46
2416,1.4,0,17,68
2417,2.6,0,2,57
2418,2.5,0,26,51
2419,5.6,1,85,96
2420,0.8,0,0,76
2421,0.6,0,7,51
2422,4.8,1,84,95
2423,2.2,0,12,67
2424,5.3,1,63,99
2425,5.9,1,82,98
2426,6.9,1,86,99
2427,0.5,0,26,46
2428,5.6,1,85,96
2429,6.3,1,61,99
2430,5.2,1,85,96
2431,1.8,0,9,68
2432,1.4,0,27,48
2433,2.7,0,3,72
2434,6.6,1,75,98
2435,5.4,1,79,99
2436,1.8,0,28,42
2437,5.0,1,89,95
2438,6.5,1,71,95
2439,6.5,1,66,96
2440,5.7,1,61,96
2441,1.7,0,15,56
2442,1.3,0,1,78
2443,2.6,0,21,64
2444,3.0,0,20,50
2445,0.6,0,29,65
2446,0.6,0,1,48
2447,5.9,1,89,99
2448,0.8,0,26,43
2449,2.2,0,26,49
2450,1.5,0,28,49
2451,2.9,0,25,45
2452,2.8,0,14,64
2453,6.2,1,63,97
2454,2.5,0,19,74
2455,1.5,0,10,55
2456,1.7,0,24,70
2457,2.8,0,29,78
2458,6.5,1,89,97
2459,2.0,0,27,57
2460,5.1,1,82,98
2461,3.0,0,0,60
2462,6.7,1,84,97
2463,7.0,1,83,98
2464,5.1,1,88,99
2465,1.4,0,27,45
2466,5.3,1,89,96
2467,5.3,1,83,99
2468,5.9,1,70,97
2469,6.8,1,72,96
2470,5.1,1,60,95
2471,4.9,1,79,99
2472,2.3,0,15,59
2473,6.2,1,74,98
2474,2.8,0,28,73
2475,6.7,1,60,96
2476,1.4,0,26,54
2477,1.8,0,14,63
2478,2.5,0,28,71
2479,2.3,0,4,43
2480,4.5,1,77,96
2481,2.3,0,29,54
2482,1.0,0,4,42
2483,2.5,0,27,67
2484,0.5,0,19,75
2485,2.6,0,7,56
2486,2.0,0,20,70
2487,6.8,1,71,97
2488,6.1,1,79,99
2489,6.2,1,81,96
2490,4.7,1,69,99
2491,2.4,0,18,70
2492,6.0,1,61,99
2493,0.6,0,18,78
2494,2.5,0,28,51
2495,2.2,0,11,60
2496,2.2,0,27,63
2497,6.4,1,71,96
2498,2.1,0,1,78
2499,1.8,0,21,44
2500,5.0,1,65,97
2501,1.5,0,2,62
2502,5.2,1,72,96
2503,1.5,0,22,42
2504,2.4,0,11,66
2505,5.0,1,83,95
2506,0.7,0,18,55
2507,1.9,0,7,78
2508,4.9,1,64,99
2509,6.5,1,63,97
2510,6.0,1,85,97
2511,4.8,1,75,96
2512,2.4,0,14,45
2513,5.7,1,71,99
2514,0.6,0,8,49
2515,1.0,0,5,58
2516,5.8,1,65,97
2517,6.5,1,84,98
2518,6.1,1,63,96
2519,2.9,0,16,53
2520,0.7,0,28,70
2521,2.4,0,2,69
2522,5.2,1,83,97
2523,5.4,1,72,99
2524,0.7,0,16,69
2525,6.2,1,87,99
2526,4.7,1,66,99
2527,6.9,1,63,97
2528,2.3,0,5,79
2529,6.6,1,64,99
2530,6.6,1,88,96
2531,6.6,1,65,99
2532,1.8,0,5,40
2533,3.0,0,2,62
2534,2.9,0,27,47
2535,2.4,0,2,71
2536,1.1,0,25,45
2537,5.3,1,78,97
2538,1.3,0,0,52
2539,6.0,1,67,95
2540,2.9,0,13,42
2541,6.3,1,79,97
2542,6.1,1,84,96
2543,6.2,1,73,95
2544,2.2,0,23,52
2545,0.9,0,24,74
2546,1.0,0,28,62
2547,2.4,0,21,53
2548,1.1,0,6,66
2549,6.9,1,82,95
2550,4.6,1,79,99
2551,2.3,0,29,65
2552,6.5,1,66,99
2553,5.1,1,68,98
2554,2.4,0,6,47
2555,5.1,1,71,98
2556,0.8,0,7,68
2557,1.2,0,1,43
2558,4.8,1,60,95
2559,1.9,0,21,55
2560,0.9,0,26,45
2561,6.0,1,81,99
2562,2.7,0,10,46
2563,5.3,1,75,99
2564,2.8,0,19,54
2565,1.6,0,29,60
2566,0.8,0,9,47
2567,6.5,1,80,95
2568,0.5,0,16,76
2569,1.3,0,28,53
2570,1.7,0,11,72
2571,2.2,0,29,63
2572,1.5,0,5,55
2573,1.4,0,11,68
2574,6.8,1,72,97
2575,1.5,0,13,55
2576,6.0,1,86,99
2577,5.5,1,68,99
2578,2.5,0,10,46
2579,5.7,1,64,97
2580,6.9,1,68,98
2581,5.2,1,77,99
2582,5.3,1,71,99
2583,5.0,1,77,97
2584,0.8,0,16,56
2585,2.7,0,8,44
2586,5.3,1,87,97
2587,2.0,0,12,50
2588,5.4,1,81,95
2589,5.5,1,85,96
2590,1.7,0,21,54
2591,5.7,1,69,98
2592,1.3,0,20,40
2593,2.8,0,13,47
2594,2.4,0,28,54
2595,0.8,0,27,67
2596,2.6,0,19,73
2597,1.4,0,25,78
2598,5.7,1,69,99
2599,5.5,1,73,97
2600,2.5,0,9,66
2601,2.0,0,26,63
2602,5.2,1,72,95
2603,1.6,0,4,46
2604,5.5,1,80,97
2605,2.9,0,11,53
2606,5.6,1,63,98
2607,4.9,1,72,96
2608,5.5,1,86,99
2609,1.9,0,9,42
2610,0.9,0,22,57
2611,2.9,0,9,43
2612,4.6,1,82,96
2613,4.9,1,78,99
2614,3.0,0,10,50
2615,1.5,0,17,67
2616,2.1,0,22,76
2617,1.8,0,9,79
2618,0.5,0,27,49
2619,5.4,1,66,98
2620,1.5,0,16,67
2621,2.1,0,5,72
2622,1.8,0,26,54
2623,1.0,0,4,73
2624,2.3,0,15,74
2625,2.6,0,0,67
2626,1.7,0,16,63
2627,1.1,0,0,69
2628,2.3,0,24,63
2629,1.2,0,12,66
2630,1.1,0,19,47
2631,1.7,0,1,47
2632,5.2,1,62,96
2633,0.6,0,24,75
2634,4.8,1,74,97
2635,1.0,0,21,56
2636,6.9,1,69,97
2637,5.3,1,84,99
2638,1.1,0,19,65
2639,0.7,0,4,52
2640,1.8,0,14,60
2641,1.7,0,21,51
2642,6.3,1,75,96
2643,5.2,1,73,98
2644,2.5,0,19,65
2645,5.6,1,74,99
2646,5.0,1,62,96
2647,0.6,0,5,71
2648,5.3,1,83,96
2649,1.7,0,25,68
2650,1.7,0,5,78
2651,2.2,0,23,59
2652,6.4,1,67,96
2653,5.0,1,75,97
2654,6.1,1,60,98
2655,6.4,1,66,97
2656,6.1,1,65,96
2657,1.5,0,28,45
2658,2.0,0,18,51
2659,0.5,0,17,78
2660,1.2,0,7,69
2661,1.4,0,12,73
2662,4.5,1,61,98
2663,2.8,0,17,71
2664,6.8,1,81,99
2665,6.2,1,71,99
2666,5.9,1,68,97
2667,2.7,0,21,50
2668,5.5,1,62,98
2669,1.4,0,2,52
2670,0.7,0,6,50
2671,0.9,0,14,70
2672,6.5,1,72,96
2673,2.8,0,14,55
2674,4.5,1,65,98
2675,1.5,0,3,69
2676,3.0,0,11,78
2677,1.8,0,7,53
2678,1.8,0,11,41
2679,2.5,0,19,53
2680,2.1,0,8,77
2681,2.3,0,7,53
2682,0.5,0,29,70
2683,6.9,1,71,95
2684,0.8,0,24,70
2685,2.1,0,24,77
2686,0.5,0,13,45
2687,1.4,0,10,51
2688,6.3,1,65,96
2689,0.7,0,28,47
2690,5.3,1,74,98
2691,2.7,0,21,62
2692,6.7,1,81,99
2693,1.1,0,19,72
2694,6.6,1,83,96
2695,1.3,0,3,73
2696,2.6,0,17,62
2697,1.0,0,26,48
2698,2.9,0,24,60
2699,1.0,0,21,62
2700,6.0,1,60,99
2701,5.9,1,63,98
2702,2.1,0,27,48
2703,2.1,0,10,70
2704,6.2,1,73,97
2705,2.5,0,16,74
2706,5.0,1,88,98
2707,1.2,0,11,60
2708,1.4,0,19,71
2709,1.8,0,28,54
2710,1.4,0,16,59
2711,4.8,1,60,95
2712,4.6,1,72,97
2713,2.0,0,29,74
2714,1.2,0,18,67
2715,5.3,1,69,97
2716,5.9,1,65,99
2717,5.2,1,85,97
2718,1.6,0,12,55
2719,6.3,1,71,96
2720,0.8,0,20,61
2721,5.5,1,68,97
2722,1.8,0,27,75
2723,2.8,0,15,53
2724,1.2,0,20,57
2725,2.3,0,13,62
2726,2.9,0,23,67
2727,0.9,0,5,41
2728,6.8,1,86,95
2729,1.2,0,28,76
2730,6.2,1,83,96
2731,2.4,0,0,52
2732,5.7,1,77,97
2733,1.3,0,4,52
2734,2.5,0,18,60
2735,0.6,0,20,49
2736,1.8,0,24,62
2737,2.4,0,5,67
2738,4.8,1,82,96
2739,2.5,0,5,44
2740,1.2,0,17,68
2741,1.1,0,15,40
2742,1.9,0,11,58
2743,1.9,0,14,41
2744,1.6,0,6,71
2745,6.9,1,69,97
2746,2.8,0,16,56
2747,6.2,1,73,98
2748,6.0,1,70,96
2749,6.5,1,86,96
2750,1.8,0,9,44
2751,4.9,1,65,97
2752,1.8,0,4,41
2753,1.9,0,11,73
2754,5.7,1,72,98
2755,6.8,1,64,95
2756,5.5,1,68,96
2757,1.3,0,16,74
2758,2.6,0,10,47
2759,5.2,1,66,99
2760,6.4,1,76,99
2761,1.9,0,14,47
2762,4.6,1,68,95
2763,6.2,1,61,95
2764,2.3,0,4,52
2765,2.6,0,3,75
2766,2.6,0,24,45
2767,6.3,1,79,97
2768,1.5,0,14,46
2769,6.7,1,73,97
2770,0.9,0,2,61
2771,2.0,0,4,49
2772,0.7,0,2,71
2773,1.3,0,2,58
2774,6.5,1,71,96
2775,5.8,1,83,98
2776,2.8,0,11,50
2777,1.5,0,8,64
2778,0.8,0,27,62
2779,6.3,1,70,98
2780,5.7,1,80,98
2781,2.2,0,2,61
2782,5.1,1,87,99
2783,1.0,0,24,66
2784,6.1,1,74,98
2785,2.5,0,25,59
2786,7.0,1,67,98
2787,1.8,0,2,49
2788,2.5,0,18,50
2789,2.9,0,25,53
2790,6.2,1,66,99
2791,2.9,0,15,56
2792,4.7,1,88,98
2793,2.3,0,24,49
2794,2.1,0,3,75
2795,2.9,0,17,72
2796,6.9,1,84,99
2797,2.5,0,15,51
2798,5.2,1,80,97
2799,0.7,0,29,71
2800,1.7,0,21,56
2801,5.2,1,64,97
2802,2.8,0,23,56
2803,1.4,0,19,57
2804,1.7,0,4,57
2805,4.7,1,75,97
2806,5.3,1,67,95
2807,2.3,0,24,76
2808,6.1,1,80,96
2809,1.4,0,23,68
2810,1.7,0,2,65
2811,6.0,1,60,95
2812,2.6,0,15,50
2813,6.7,1,60,96
2814,6.5,1,87,97
2815,6.6,1,76,96
2816,2.6,0,5,60
2817,5.2,1,78,96
2818,2.5,0,9,71
2819,6.1,1,69,99
2820,1.7,0,11,66
2821,1.2,0,16,66
2822,2.3,0,6,65
2823,6.7,1,75,97
2824,1.3,0,20,76
2825,0.7,0,23,61
2826,6.4,1,81,95
2827,5.8,1,78,96
2828,6.6,1,76,96
2829,4.7,1,76,99
2830,6.0,1,71,95
2831,0.6,0,16,46
2832,4.7,1,62,96
2833,1.8,0,12,46
2834,1.9,0,16,52
2835,2.4,0,26,60
2836,1.6,0,1,44
2837,1.0,0,24,50
2838,1.2,0,21,76
2839,0.9,0,21,45
2840,5.1,1,82,98
2841,6.0,1,85,96
2842,5.3,1,63,97
2843,0.7,0,9,64
2844,1.3,0,0,70
2845,6.2,1,63,95
2846,5.6,1,76,95
2847,2.3,0,4,62
2848,2.3,0,15,72
2849,6.8,1,75,99
2850,2.7,0,8,57
2851,4.8,1,83,98
2852,2.5,0,2,62
2853,4.5,1,79,99
2854,1.8,0,23,44
2855,6.6,1,89,99
2856,1.0,0,10,78
2857,6.0,1,86,96
2858,3.0,0,16,76
2859,0.9,0,13,40
2860,4.9,1,70,99
2861,5.3,1,76,95
2862,5.1,1,88,96
2863,5.5,1,69,99
2864,2.8,0,26,65
2865,6.7,1,87,96
2866,2.9,0,22,68
2867,1.5,0,18,50
2868,2.4,0,6,42
2869,5.0,1,66,98
2870,1.3,0,4,62
2871,1.6,0,11,79
2872,6.3,1,86,96
2873,6.8,1,64,99
2874,1.2,0,9,44
2875,2.7,0,19,47
2876,1.1,0,29,66
2877,6.1,1,85,98
2878,2.6,0,17,40
2879,4.7,1,71,96
2880,2.4,0,9,74
2881,1.2,0,5,42
2882,4.8,1,77,96
2883,1.0,0,21,43
2884,2.5,0,9,41
2885,6.3,1,76,99
2886,6.8,1,80,96
2887,5.5,1,68,98
2888,0.9,0,1,78
2889,2.4,0,17,43
2890,5.0,1,85,95
2891,1.5,0,22,66
2892,2.7,0,29,77
2893,6.8,1,87,99
2894,1.7,0,24,52
2895,5.9,1,78,95
2896,5.5,1,78,99
2897,1.2,0,12,62
2898,6.5,1,65,99
2899,6.5,1,62,95
2900,0.7,0,22,45
2901,5.5,1,62,95
2902,1.3,0,4,62
2903,2.9,0,15,49
2904,2.8,0,14,78
2905,2.5,0,20,48
2906,5.2,1,68,95
2907,0.6,0,26,72
2908,2.5,0,18,45
2909,1.5,0,25,61
2910,5.9,1,74,98
2911,5.8,1,77,99
2912,5.3,1,79,98
2913,1.6,0,17,71
2914,5.5,1,85,95
2915,6.1,1,74,96
2916,1.0,0,18,79
2917,4.8,1,60,95
2918,5.8,1,83,97
2919,1.8,0,15,51
2920,5.4,1,88,96
2921,6.1,1,67,96
2922,5.7,1,80,97
2923,4.9,1,70,98
2924,1.7,0,17,44
2925,4.9,1,87,95
2926,0.8,0,3,51
2927,6.6,1,89,99
2928,2.0,0,22,76
2929,5.5,1,67,98
2930,1.8,0,20,55
2931,5.4,1,73,99
2932,2.6,0,17,43
2933,2.4,0,2,43
2934,1.1,0,29,40
2935,6.1,1,80,95
2936,6.3,1,82,95
2937,1.4,0,7,71
2938,3.0,0,2,47
2939,1.3,0,24,58
2940,1.8,0,13,78
2941,5.5,1,63,95
2942,0.6,0,19,67
2943,6.1,1,80,97
2944,4.5,1,84,95
2945,2.0,0,12,48
2946,5.9,1,60,98
2947,5.5,1,63,95
2948,1.0,0,3,53
2949,5.6,1,62,96
2950,4.5,1,84,98
2951,0.6,0,26,76
2952,2.0,0,2,65
2953,5.4,1,88,96
2954,1.7,0,14,58
2955,2.7,0,25,55
2956,0.5,0,14,78
2957,2.0,0,21,75
2958,6.7,1,82,95
2959,2.5,0,18,54
2960,1.2,0,20,51
2961,2.5,0,8,67
2962,2.9,0,20,51
2963,2.7,0,5,60
2964,5.9,1,72,99
2965,1.8,0,8,45
2966,2.2,0,8,76
2967,5.0,1,72,99
2968,5.2,1,77,95
2969,5.0,1,61,98
2970,4.6,1,85,97
2971,1.9,0,16,79
2972,5.4,1,64,97
2973,2.7,0,19,78
2974,5.2,1,88,98
2975,6.5,1,87,96
2976,0.8,0,25,68
2977,2.6,0,12,75
2978,5.7,1,71,99
2979,1.4,0,2,55
2980,5.4,1,82,95
2981,6.4,1,89,95
2982,5.2,1,71,95
2983,6.8,1,75,99
2984,2.0,0,28,66
2985,5.6,1,74,95
2986,2.7,0,11,72
2987,5.1,1,82,98
2988,4.8,1,89,95
2989,6.7,1,72,95
2990,4.7,1,83,98
2991,4.7,1,83,99
2992,6.8,1,77,96
2993,6.8,1,78,96
2994,4.9,1,79,97
2995,2.4,0,4,58
2996,1.9,0,5,49
2997,5.7,1,87,99
2998,0.8,0,28,44
2999,5.9,1,86,96
3000,2.4,0,6,59
3001,5.5,1,81,97
3002,6.0,1,87,95
3003,1.9,0,14,78
3004,5.3,1,69,99
3005,2.6,0,13,63
3006,1.6,0,28,79
3007,2.4,0,17,76
3008,2.4,0,18,70
3009,6.8,1,78,98
3010,6.4,1,81,98
3011,5.7,1,61,97
3012,5.5,1,83,99
3013,5.2,1,85,97
3014,6.8,1,67,96
3015,6.3,1,72,98
3016,2.2,0,24,66
3017,2.7,0,0,65
3018,6.7,1,60,98
3019,0.7,0,28,56
3020,5.1,1,85,97
3021,5.1,1,62,98
3022,2.7,0,12,59
3023,1.7,0,19,63
3024,5.4,1,89,96
3025,1.8,0,17,47
3026,1.6,0,15,61
3027,2.4,0,2,58
3028,1.0,0,5,53
3029,4.8,1,66,98
3030,1.9,0,14,72
3031,0.6,0,27,54
3032,2.4,0,21,53
3033,6.0,1,79,97
3034,6.1,1,66,98
3035,5.7,1,86,98
3036,6.0,1,76,95
3037,4.9,1,79,96
3038,5.5,1,89,98
3039,5.2,1,68,97
3040,4.9,1,76,99
3041,6.3,1,86,95
3042,4.9,1,77,97
3043,6.4,1,86,96
3044,6.7,1,83,97
3045,6.6,1,83,96
3046,2.0,0,27,46
3047,4.8,1,82,98
3048,5.7,1,84,98
3049,0.7,0,6,65
3050,2.8,0,4,52
3051,6.4,1,87,96
3052,2.6,0,3,60
3053,1.1,0,5,63
3054,1.5,0,27,55
3055,0.8,0,2,68
3056,1.7,0,15,61
3057,0.8,0,19,54
3058,1.7,0,21,64
3059,0.8,0,8,52
3060,5.0,1,80,96
3061,5.7,1,65,96
3062,1.7,0,11,56
3063,6.1,1,63,97
3064,2.7,0,24,52
3065,1.3,0,3,47
3066,5.7,1,79,99
3067,2.2,0,22,74
3068,6.6,1,75,99
3069,2.3,0,15,78
3070,1.7,0,19,62
3071,2.2,0,6,41
3072,2.9,0,28,77
3073,0.9,0,28,54
3074,2.3,0,23,68
3075,4.5,1,88,96
3076,2.5,0,12,40
3077,5.8,1,64,97
3078,1.6,0,27,58
3079,1.5,0,24,66
3080,5.2,1,71,97
3081,1.2,0,8,59
3082,0.7,0,8,41
3083,1.1,0,20,73
3084,0.5,0,23,69
3085,6.7,1,70,95
3086,2.2,0,0,40
3087,0.7,0,11,76
3088,5.3,1,89,98
3089,2.4,0,25,44
3090,0.6,0,26,60
3091,1.6,0,25,54
3092,6.4,1,84,99
3093,2.3,0,5,62
3094,2.2,0,22,50
3095,2.7,0,11,41
3096,2.5,0,16,67
3097,5.1,1,74,97
3098,0.8,0,5,41
3099,0.5,0,18,70
3100,1.3,0,11,57
3101,2.9,0,16,79
3102,1.7,0,11,72
3103,5.9,1,76,95
3104,2.9,0,25,65
3105,1.3,0,19,60
3106,6.0,1,72,96
3107,4.9,1,84,96
3108,2.5,0,22,69
3109,2.3,0,8,69
3110,6.6,1,76,96
3111,1.1,0,7,53
3112,1.8,0,0,59
3113,6.6,1,87,95
3114,6.5,1,85,98
3115,2.0,0,18,78
3116,1.5,0,13,77
3117,5.4,1,63,98
3118,6.9,1,65,95
3119,4.8,1,70,97
3120,5.8,1,85,97
3121,2.5,0,9,61
3122,2.7,0,2,60
3123,2.7,0,22,44
3124,6.5,1,80,98
3125,6.4,1,68,95
3126,1.8,0,23,72
3127,2.0,0,18,73
3128,6.5,1,87,97
3129,0.9,0,14,78
3130,1.1,0,19,43
3131,2.6,0,1,67
3132,5.5,1,86,97
3133,5.7,1,69,99
3134,2.6,0,19,78
3135,6.6,1,63,97
3136,6.1,1,70,99
3137,1.4,0,23,78
3138,0.9,0,28,55
3139,2.1,0,5,73
3140,5.2,1,66,97
3141,6.9,1,74,95
3142,6.0,1,78,99
3143,1.3,0,9,73
3144,4.9,1,65,95
3145,5.6,1,64,99
3146,2.8,0,21,42
3147,5.6,1,60,97
3148,1.9,0,14,58
3149,5.7,1,85,95
3150,1.7,0,15,58
3151,1.1,0,22,44
3152,6.6,1,85,96
3153,1.8,0,17,59
3154,6.3,1,86,96
3155,2.0,0,7,62
3156,4.6,1,78,95
3157,0.7,0,8,63
3158,2.7,0,20,55
3159,5.1,1,84,96
3160,6.2,1,74,95
3161,6.1,1,71,98
3162,6.9,1,74,97
3163,1.6,0,29,57
3164,1.6,0,26,69
3165,6.4,1,65,96
3166,6.0,1,87,99
3167,0.7,0,24,76
3168,2.6,0,15,59
3169,5.3,1,80,95
3170,4.9,1,73,98
3171,0.8,0,26,78
3172,5.4,1,73,96
3173,5.9,1,77,98
3174,5.0,1,65,99
3175,1.8,0,14,52
3176,2.0,0,1,65
3177,1.2,0,7,75
3178,2.8,0,23,67
3179,0.8,0,19,70
3180,7.0,1,68,96
3181,1.8,0,9,56
3182,1.1,0,14,78
3183,1.9,0,4,74
3184,1.7,0,12,61
3185,2.0,0,1,75
3186,5.0,1,68,95
3187,1.5,0,1,70
3188,2.4,0,15,68
3189,1.1,0,8,76
3190,2.5,0,24,63
3191,6.8,1,77,95
3192,0.5,0,25,47
3193,0.6,0,6,56
3194,1.8,0,11,57
3195,6.0,1,74,99
3196,2.2,0,19,67
3197,2.8,0,8,75
3198,5.9,1,88,95
3199,2.9,0,27,61
3200,6.7,1,78,95
3201,2.2,0,1,78
3202,2.6,0,6,76
3203,1.0,0,14,63
3204,1.9,0,25,49
3205,1.8,0,15,52
3206,2.1,0,9,48
3207,5.7,1,68,97
3208,0.7,0,6,79
3209,2.7,0,19,78
3210,2.0,0,8,52
3211,6.3,1,76,96
3212,0.7,0,17,63
3213,6.3,1,69,96
3214,1.0,0,6,51
3215,6.4,1,73,95
3216,4.6,1,62,95
3217,0.7,0,29,44
3218,1.3,0,2,55
3219,5.9,1,86,95
3220,2.4,0,25,53
3221,6.9,1,63,96
3222,1.1,0,28,59
3223,2.2,0,1,67
3224,1.8,0,0,43
3225,0.6,0,1,62
3226,1.4,0,18,52
3227,1.7,0,18,56
3228,4.9,1,79,95
3229,5.8,1,88,97
3230,6.6,1,75,95
3231,1.2,0,9,49
3232,2.1,0,0,56
3233,1.0,0,13,58
3234,6.3,1,67,99
3235,2.3,0,12,58
3236,6.1,1,64,95
3237,1.1,0,24,44
3238,1.0,0,29,45
3239,2.5,0,19,52
3240,1.7,0,1,68
3241,2.3,0,24,61
3242,5.0,1,79,97
3243,1.4,0,8,44
3244,2.2,0,9,40
3245,1.1,0,27,44
3246,5.4,1,65,97
3247,3.0,0,1,70
3248,5.4,1,65,97
3249,2.1,0,25,64
3250,6.6,1,81,97
3251,0.9,0,20,47
3252,2.2,0,3,57
3253,4.8,1,68,96
3254,4.6,1,86,99
3255,1.8,0,13,60
3256,6.9,1,77,95
3257,2.7,0,20,54
3258,2.6,0,0,71
3259,1.2,0,29,61
3260,2.0,0,17,41
3261,2.3,0,28,53
3262,2.5,0,28,50
3263,6.4,1,63,97
3264,2.9,0,16,51
3265,5.8,1,87,95
3266,5.0,1,73,96
3267,6.1,1,76,98
3268,2.3,0,2,58
3269,1.5,0,13,43
3270,5.6,1,62,98
3271,1.0,0,2,58
3272,1.1,0,12,69
3273,2.6,0,23,72
3274,1.7,0,17,58
3275,2.5,0,14,62
3276,1.7,0,3,44
3277,6.1,1,80,99
3278,5.0,1,72,98
3279,6.7,1,77,97
3280,4.8,1,66,98
3281,1.2,0,15,41
3282,1.3,0,11,52
3283,4.8,1,82,96
3284,1.1,0,3,59
3285,1.0,0,26,71
3286,0.6,0,5,67
3287,1.7,0,12,48
3288,5.3,1,76,96
3289,0.6,0,2,54
3290,1.4,0,29,67
3291,5.0,1,84,97
3292,2.8,0,4,49
